,seller_type,year,mileage,name,torque,seats,km_driven,transmission,owner,engine,max_power,fuel
822,Dealer,2018,18.5 kmpl,Maruti Swift Dzire VXi AT,115Nm@ 4000rpm,5.0,23300,Automatic,First Owner,1197 CC,83.14 bhp,Petrol
823,Individual,2017,15.96 kmpl,Mahindra Bolero 2011-2019 ZLX,195Nm@ 1400-2200rpm,7.0,35000,Manual,First Owner,2523 CC,62.1 bhp,Diesel
824,Individual,2014,20.45 kmpl,Renault Duster 85PS Diesel RxL,200Nm@ 1900rpm,5.0,80000,Manual,First Owner,1461 CC,83.8 bhp,Diesel
825,Dealer,2019,17.8 kmpl,Honda Amaze S i-VTEC,109Nm@ 4500rpm,5.0,1303,Manual,First Owner,1198 CC,86.7 bhp,Petrol
826,Individual,2012,25.44 kmpl,Chevrolet Beat Diesel LS,150Nm@ 1750rpm,5.0,75000,Manual,First Owner,936 CC,57.6 bhp,Diesel
827,Individual,2015,25.2 kmpl,Maruti Swift VDI BSIV,190Nm@ 2000rpm,5.0,31000,Manual,Second Owner,1248 CC,74 bhp,Diesel
828,Individual,2011,14.0 kmpl,Maruti Omni 5 Seater BSIV,6.1kgm@ 3000rpm,5.0,70000,Manual,Second Owner,796 CC,35 bhp,Petrol
829,Individual,2019,20.3 kmpl,Hyundai Santro Era,99Nm@ 4500rpm,5.0,4000,Manual,First Owner,1086 CC,68 bhp,Petrol
830,Individual,2002,16.1 kmpl,Maruti 800 AC,59Nm@ 2500rpm,4.0,70000,Manual,Second Owner,796 CC,37 bhp,Petrol
831,Individual,2010,15.0 kmpl,Tata Manza Aura (ABS) Safire,116Nm@ 4750rpm,5.0,100000,Manual,Second Owner,1368 CC,90 bhp,Petrol
832,Individual,2010,20.36 kmpl,Hyundai i10 Magna,111.7Nm@ 4000rpm,5.0,70000,Manual,Fourth & Above Owner,1197 CC,78.9 bhp,Petrol
833,Individual,2015,22.74 kmpl,Maruti Alto 800 LXI,69Nm@ 3500rpm,5.0,22000,Manual,First Owner,796 CC,47.3 bhp,Petrol
834,Trustmark Dealer,2012,14.53 kmpl,Toyota Corolla Altis 1.8 VL AT,173Nm@ 4000rpm,5.0,57728,Automatic,First Owner,1794 CC,138.1 bhp,Petrol
835,Individual,2016,27.3 kmpl,Honda Jazz 1.5 V i DTEC,200Nm@ 1750rpm,5.0,30000,Manual,Second Owner,1498 CC,98.6 bhp,Diesel
836,Individual,2012,20.36 kmpl,Hyundai i10 Magna,111.7Nm@ 4000rpm,5.0,40000,Manual,First Owner,1197 CC,78.9 bhp,Petrol
837,Individual,2013,22.9 kmpl,Maruti Swift VDI,190Nm@ 2000rpm,5.0,100000,Manual,Third Owner,1248 CC,74 bhp,Diesel
838,Individual,2013,19.81 kmpl,Hyundai i10 Magna 1.1L,99.04Nm@ 4500rpm,5.0,70000,Manual,First Owner,1086 CC,68.05 bhp,Petrol
839,Individual,2004,19.7 kmpl,Maruti Alto LX,62Nm@ 3000rpm,5.0,60000,Manual,First Owner,796 CC,46.3 bhp,Petrol
840,Trustmark Dealer,2013,12.99 kmpl,Toyota Innova 2.5 VX (Diesel) 7 Seater,200Nm@ 1200-3600rpm,7.0,79328,Manual,Second Owner,2494 CC,100.6 bhp,Diesel
841,Individual,2016,27.39 kmpl,Maruti Baleno Delta 1.3,190Nm@ 2000rpm,5.0,78000,Manual,First Owner,1248 CC,74 bhp,Diesel
842,Individual,2017,17.57 kmpl,Tata Zest Revotron 1.2 XT,140Nm@ 1500-4000rpm,5.0,35000,Manual,First Owner,1193 CC,88.7 bhp,Petrol
843,Individual,2010,18.9 kmpl,Maruti Wagon R LXI BSIII,90Nm@ 3500rpm,5.0,77000,Manual,First Owner,998 CC,67.1 bhp,Petrol
844,Individual,2009,19.09 kmpl,Tata Indigo CS LS (TDI) BS III,135Nm@ 2500rpm,5.0,70000,Manual,First Owner,1396 CC,69 bhp,Diesel
845,Dealer,2018,23.01 kmpl,Renault KWID 1.0 RXT Optional,91Nm@ 4250rpm,5.0,31000,Manual,First Owner,999 CC,67 bhp,Petrol
846,Individual,2009,15.7 kmpl,Fiat Punto 1.2 Active,96Nm@ 2500rpm,5.0,110000,Manual,Second Owner,1172 CC,67 bhp,Petrol
847,Individual,2010,12.8 kmpl,Toyota Innova 2.5 E Diesel MS 7-seater,20.4@ 1400-3400(kgm@ rpm),7.0,120000,Manual,First Owner,2494 CC,102 bhp,Diesel
848,Individual,2013,22.32 kmpl,Hyundai Verna 1.6 CRDi EX MT,259.9Nm@ 1900-2750rpm,5.0,87185,Manual,Second Owner,1582 CC,126.3 bhp,Diesel
849,Dealer,2016,13.68 kmpl,Toyota Innova Crysta 2.4 GX MT BSIV,343Nm@ 1400-2800rpm,7.0,60000,Manual,Second Owner,2393 CC,147.8 bhp,Diesel
850,Individual,2016,20.51 kmpl,Maruti Wagon R VXI BS IV,90Nm@ 3500rpm,5.0,40000,Manual,First Owner,998 CC,67.04 bhp,Petrol
851,Individual,2013,23.4 kmpl,Maruti Swift Dzire VDI,190Nm@ 2000rpm,5.0,116000,Manual,Second Owner,1248 CC,74 bhp,Diesel
852,Individual,2015,15.4 kmpl,Mahindra Scorpio S10 7 Seater,280Nm@ 1800-2800rpm,7.0,170000,Manual,First Owner,2179 CC,120 bhp,Diesel
853,Individual,2017,20.51 kmpl,Maruti Wagon R Stingray VXI Optional,90Nm@ 3500rpm,5.0,40000,Manual,First Owner,998 CC,67.04 bhp,Petrol
854,Individual,2015,20.5 kmpl,Fiat Avventura Power Up 1.3 Emotion,209Nm@ 2000rpm,5.0,96500,Manual,First Owner,1248 CC,91.72 bhp,Diesel
855,Individual,2003,16.1 kmpl,Maruti 800 Std MPFi,59Nm@ 2500rpm,4.0,35000,Manual,Fourth & Above Owner,796 CC,37 bhp,Petrol
856,Individual,2013,20.07 kmpl,Ashok Leyland Stile LE,185Nm@ 1750-2750rpm,8.0,200000,Manual,Second Owner,1461 CC,75 bhp,Diesel
857,Individual,2018,21.21 kmpl,Maruti Swift Dzire VXI 1.2,113Nm@ 4200rpm,5.0,15000,Manual,First Owner,1197 CC,81.80 bhp,Petrol
858,Individual,2011,18.5 kmpl,Hyundai i20 1.2 Magna,"11.4 kgm at 4,000 rpm",5.0,70000,Manual,First Owner,1197 CC,80 bhp,Petrol
859,Individual,2010,18.9 kmpl,Maruti Wagon R VXI BS IV with ABS,90Nm@ 3500rpm,5.0,120600,Manual,Second Owner,998 CC,67.1 bhp,Petrol
860,Dealer,2013,19.01 kmpl,Renault Duster 110PS Diesel RxZ,248Nm@ 2250rpm,5.0,56429,Manual,Second Owner,1461 CC,108.45 bhp,Diesel
861,Individual,2018,19.0 kmpl,Ford Freestyle Titanium Petrol BSIV,120Nm@ 4250rpm,5.0,19100,Manual,First Owner,1194 CC,94.68 bhp,Petrol
862,Individual,2013,20.45 kmpl,Nissan Terrano XL Plus 85 PS,200Nm@ 1900rpm,5.0,170000,Manual,First Owner,1461 CC,83.8 bhp,Diesel
863,Individual,2011,26.0 kmpl,Tata Nano Cx,48Nm@ 3000rpm,4.0,10000,Manual,Third Owner,624 CC,35 bhp,Petrol
864,Individual,2008,11.0 kmpl,BMW X5 3.0d,"53@ 2,000-2,750(kgm@ rpm)",5.0,60000,Automatic,Third Owner,2993 CC,235 bhp,Diesel
865,Dealer,2018,18.0 kmpl,Volvo XC40 D4 R-Design,400Nm,5.0,22000,Automatic,First Owner,1969 CC,190 bhp,Diesel
866,Individual,2015,18.9 kmpl,Hyundai Grand i10 SportZ Edition,113.75Nm@ 4000rpm,5.0,30000,Manual,Second Owner,1197 CC,81.86 bhp,Petrol
867,Individual,2013,22.32 kmpl,Hyundai Verna 1.6 SX CRDi (O),259.8Nm@ 1900-2750rpm,5.0,70000,Manual,Third Owner,1582 CC,126.32 bhp,Diesel
868,Individual,2015,22.95 kmpl,Tata Zest Quadrajet 1.3 75PS XE,190Nm@ 1750-3000rpm,5.0,60000,Manual,First Owner,1248 CC,74 bhp,Diesel
869,Individual,2012,19.3 kmpl,Maruti Swift Dzire VDi,190Nm@ 2000rpm,5.0,80000,Manual,Second Owner,1248 CC,73.9 bhp,Diesel
870,Individual,2012,21.9 kmpl,Hyundai i20 Sportz 1.4 CRDi,219.6Nm@ 1750-2750rpm,5.0,135000,Manual,First Owner,1396 CC,88.76 bhp,Diesel
871,Individual,2016,17.19 kmpl,Hyundai i20 Active 1.2 S,114.73Nm@ 4000rpm,5.0,25000,Manual,First Owner,1197 CC,81.86 bhp,Petrol
872,Individual,2012,21.43 kmpl,Toyota Corolla Altis Diesel D4DJ,205Nm@ 1800-2800rpm,5.0,90000,Manual,Fourth & Above Owner,1364 CC,87.2 bhp,Diesel
873,Individual,2016,18.49 kmpl,Mahindra TUV 300 T8,240Nm@ 1600-2800rpm,7.0,30000,Manual,First Owner,1493 CC,100 bhp,Diesel
874,Individual,2014,23.1 kmpl,Maruti Celerio VXI,90Nm@ 3500rpm,5.0,50000,Manual,First Owner,998 CC,67.04 bhp,Petrol
875,Individual,2019,20.3 kmpl,Hyundai Santro Era,99Nm@ 4500rpm,5.0,20000,Manual,Second Owner,1086 CC,68 bhp,Petrol
876,Individual,2011,22.32 kmpl,Hyundai Verna 1.6 CRDI,259.9Nm@ 1900-2750rpm,5.0,157000,Manual,Second Owner,1582 CC,126.3 bhp,Diesel
877,Individual,2011,11.4 kmpl,Ford Endeavour 3.0L 4X4 AT,380Nm@ 2500rpm,7.0,93468,Automatic,Second Owner,2953 CC,153.86 bhp,Diesel
878,Individual,2011,13.5 kmpl,Mahindra Scorpio M2DI,277.5Nm@ 1700-2200rpm,5.0,140000,Manual,Second Owner,2179 CC,115 bhp,Diesel
879,Individual,2013,11.18 kmpl,Mahindra Ssangyong Rexton RX7,402Nm@ 1600-3000rpm,7.0,200000,Automatic,First Owner,2696 CC,184 bhp,Diesel
880,Individual,2018,11.2 kmpl,Volvo XC60 Inscription D5 BSIV,480Nm,5.0,50000,Automatic,First Owner,1969 CC,235 bhp,Diesel
881,Individual,2012,22.3 kmpl,Tata Indica Vista Quadrajet VX,190Nm@ 1750-3000rpm,5.0,178000,Manual,Second Owner,1248 CC,74 bhp,Diesel
882,Individual,2010,20.36 kmpl,Hyundai i10 Magna 1.2 iTech SE,111.7Nm@ 4000rpm,5.0,120000,Manual,First Owner,1197 CC,78.9 bhp,Petrol
883,Individual,2015,14.81 kmpl,Chevrolet Cruze LTZ AT,360Nm@ 2000rpm,5.0,155000,Automatic,First Owner,1998 CC,163.7 bhp,Diesel
884,Individual,2007,16.8 kmpl,Hyundai Verna CRDi SX,"24@ 1,900-2,750(kgm@ rpm)",5.0,90000,Manual,Fourth & Above Owner,1493 CC,110 bhp,Diesel
885,Individual,2009,16.6 kmpl,Maruti Swift VXI with ABS,"113Nm@ 4,500rpm",5.0,80000,Manual,First Owner,1197 CC,85 bhp,Petrol
886,Individual,2019,18.6 kmpl,Hyundai Elite i20 Magna Plus BSIV,117nm@ 4000rpm,5.0,3500,Manual,First Owner,1197 CC,81.86 bhp,Petrol
887,Individual,2014,14.74 kmpl,Jaguar XF 3.0 Litre S Premium Luxury,600Nm@ 2000rpm,5.0,51000,Automatic,First Owner,2993 CC,270.9 bhp,Diesel
888,Individual,2015,24.0 kmpl,Hyundai Grand i10 CRDi Sportz,160Nm@ 1500-2750rpm,5.0,91500,Manual,Second Owner,1120 CC,70 bhp,Diesel
889,Individual,2018,24.7 kmpl,Maruti Alto 800 VXI,69Nm@ 3500rpm,5.0,22000,Manual,First Owner,796 CC,47.3 bhp,Petrol
890,Individual,2015,20.51 kmpl,Maruti Wagon R VXI BS IV,90Nm@ 3500rpm,5.0,22500,Manual,First Owner,998 CC,67.04 bhp,Petrol
891,Individual,2020,18.6 kmpl,Hyundai Elite i20 Sportz Plus BSIV,117nm@ 4000rpm,5.0,5000,Manual,First Owner,1197 CC,81.86 bhp,Petrol
892,Individual,2013,22.9 kmpl,Maruti Swift VDI,190Nm@ 2000rpm,5.0,100000,Manual,Third Owner,1248 CC,74 bhp,Diesel
893,Individual,2005,,Hyundai Santro AT,,,190000,Automatic,Second Owner,,,Petrol
894,Individual,2015,22.77 kmpl,Ford EcoSport 1.5 TDCi Titanium BSIV,205Nm@ 1750-3250rpm,5.0,63000,Manual,First Owner,1498 CC,98.59 bhp,Diesel
895,Individual,2016,25.17 kmpl,Renault KWID RXT,72Nm@ 4386rpm,5.0,27500,Manual,First Owner,799 CC,53.3 bhp,Petrol
896,Dealer,2018,16.8 kmpl,Volvo V40 D3 R-Design,350Nm@ 1500-2750rpm,5.0,2000,Automatic,First Owner,1984 CC,150 bhp,Diesel
897,Individual,2017,15.4 kmpl,Mahindra Scorpio 1.99 S10,280Nm@ 1800-2800rpm,7.0,50000,Manual,Second Owner,1997 CC,120 bhp,Diesel
898,Individual,2016,18.6 kmpl,Hyundai i20 2015-2017 Sportz 1.2,114.7Nm@ 4000rpm,5.0,40000,Manual,First Owner,1197 CC,81.83 bhp,Petrol
899,Individual,2015,15.4 kmpl,Mahindra Scorpio S10 4WD,280Nm@ 1800-2800rpm,7.0,80000,Manual,Second Owner,2179 CC,120 bhp,Diesel
900,Individual,2010,14.0 kmpl,Volkswagen Jetta 1.6 Trendline,"15@ 3,800(kgm@ rpm)",5.0,80000,Manual,Second Owner,1595 CC,102 bhp,Petrol
901,Individual,2012,20.77 kmpl,Maruti Ertiga VDI,200Nm@ 1750rpm,7.0,73000,Manual,First Owner,1248 CC,88.76 bhp,Diesel
902,Individual,2014,22.74 kmpl,Maruti Alto 800 LXI,69Nm@ 3500rpm,5.0,15000,Manual,Second Owner,796 CC,47.3 bhp,Petrol
903,Individual,2011,16.95 kmpl,Nissan Sunny XE,134Nm@ 4000rpm,5.0,25000,Manual,Second Owner,1498 CC,97.7 bhp,Petrol
904,Individual,2011,18.9 kmpl,Maruti Wagon R VXI BS IV,90Nm@ 3500rpm,5.0,60000,Manual,First Owner,998 CC,67.1 bhp,Petrol
905,Individual,2016,12.62 kmpl,Ford Endeavour 2.2 Titanium AT 4X2,385Nm@ 1600-2500rpm,7.0,85000,Automatic,Second Owner,2198 CC,158 bhp,Diesel
906,Individual,2016,18.2 kmpl,Chevrolet Enjoy 1.3 TCDi LS 7,172.5Nm@ 1750rpm,7.0,110000,Manual,Second Owner,1248 CC,73.74 bhp,Diesel
907,Individual,2014,14.95 kmpl,Mahindra Xylo D4,218Nm@ 1400-2600rpm,7.0,160000,Manual,First Owner,2489 CC,93.7 bhp,Diesel
908,Individual,2010,19.7 kmpl,Maruti Alto LXi BSIII,62Nm@ 3000rpm,5.0,20000,Manual,First Owner,796 CC,46.3 bhp,Petrol
909,Individual,2012,25.44 kmpl,Chevrolet Beat Diesel LT,150Nm@ 1750rpm,5.0,110000,Manual,First Owner,936 CC,57.6 bhp,Diesel
910,Individual,2016,24.3 kmpl,Maruti Vitara Brezza ZDi Plus Dual Tone,200Nm@ 1750rpm,5.0,90000,Manual,First Owner,1248 CC,88.5 bhp,Diesel
911,Individual,2014,22.32 kmpl,Hyundai Verna 1.6 SX,259.8Nm@ 1900-2750rpm,5.0,80000,Manual,Second Owner,1582 CC,126.32 bhp,Diesel
912,Individual,2014,22.74 kmpl,Maruti Alto 800 LXI,69Nm@ 3500rpm,5.0,40000,Manual,Second Owner,796 CC,47.3 bhp,Petrol
913,Individual,2010,18.5 kmpl,Hyundai i20 Magna,"11.4 kgm at 4,000 rpm",5.0,50000,Manual,Second Owner,1197 CC,80 bhp,Petrol
914,Individual,2011,13.1 kmpl,Ford Endeavour 2.5L 4X2,330Nm@ 1800rpm,7.0,298000,Manual,Second Owner,2499 CC,141 bhp,Diesel
915,Dealer,2019,22.37 kmpl,Lexus ES 300h,202Nm@ 3600-5200rpm,5.0,20000,Automatic,First Owner,2487 CC,214.56 bhp,Petrol
916,Individual,2017,24.3 kmpl,Maruti Vitara Brezza LDi,200Nm@ 1750rpm,5.0,16200,Manual,First Owner,1248 CC,88.5 bhp,Diesel
917,Dealer,2015,23.65 kmpl,Maruti SX4 S Cross 2015-2017 DDiS 200 Alpha,200Nm@ 1750rpm,5.0,57000,Manual,First Owner,1248 CC,88.5 bhp,Diesel
918,Individual,2017,24.3 kmpl,Maruti Vitara Brezza VDi Option,200Nm@ 1750rpm,5.0,75000,Manual,First Owner,1248 CC,88.5 bhp,Diesel
919,Individual,2015,20.4 kmpl,Maruti Swift VXI Optional,113Nm@ 4200rpm,5.0,30000,Manual,First Owner,1197 CC,81.80 bhp,Petrol
920,Individual,2011,12.8 kmpl,Toyota Innova 2.5 G4 Diesel 8-seater,20.4@ 1400-3400(kgm@ rpm),8.0,120000,Manual,Second Owner,2494 CC,102 bhp,Diesel
921,Individual,2016,10.75 kmpl,Toyota Innova Crysta 2.7 ZX AT BSIV,245Nm@ 4000rpm,7.0,40000,Automatic,First Owner,2694 CC,163.7 bhp,Petrol
922,Individual,2018,18.6 kmpl,Hyundai i20 1.2 Asta Dual Tone,114.7Nm@ 4000rpm,5.0,2388,Manual,First Owner,1197 CC,81.83 bhp,Petrol
923,Individual,2017,19.67 kmpl,Hyundai Creta 1.6 CRDi SX Plus,259.9Nm@ 1900-2750rpm,5.0,25000,Manual,First Owner,1582 CC,126.2 bhp,Diesel
924,Individual,2011,20.54 kmpl,Volkswagen Vento Diesel Highline,250Nm@ 1500-2500rpm,5.0,100000,Manual,Second Owner,1598 CC,103.6 bhp,Diesel
925,Individual,2017,20.51 kmpl,Maruti Wagon R VXI BS IV,90Nm@ 3500rpm,5.0,35000,Manual,First Owner,998 CC,67.04 bhp,Petrol
926,Individual,2004,16.8 kmpl,Tata Indica V2 DLS TC,"12.5@ 2,500(kgm@ rpm)",5.0,40000,Manual,Second Owner,1405 CC,62 bhp,Diesel
927,Individual,2018,25.17 kmpl,Renault KWID RXT Optional,72Nm@ 4386rpm,5.0,10000,Manual,First Owner,799 CC,53.3 bhp,Petrol
928,Individual,2011,21.1 kmpl,Maruti Ritz VDi,113Nm@ 4500rpm,5.0,89000,Manual,Second Owner,1248 CC,73.9 bhp,Diesel
929,Individual,2017,18.2 kmpl,Chevrolet Enjoy 1.3 TCDi LTZ 7,172.5Nm@ 1750rpm,7.0,40000,Manual,Second Owner,1248 CC,73.74 bhp,Diesel
930,Individual,2017,25.0 kmpl,Tata Indica V2 eLS,140Nm@ 1800-3000rpm,5.0,40000,Manual,First Owner,1396 CC,69 bhp,Diesel
931,Individual,2018,10.91 kmpl,Ford Endeavour 3.2 Titanium AT 4X4,470Nm@ 1750-2500rpm,7.0,35000,Automatic,First Owner,3198 CC,197 bhp,Diesel
932,Individual,2016,18.9 kmpl,Hyundai Grand i10 Asta,114Nm@ 4000rpm,5.0,70000,Manual,First Owner,1197 CC,82 bhp,Petrol
933,Individual,2010,11.5 kmpl,Toyota Fortuner 3.0 Diesel,343Nm@ 1400-3400rpm,7.0,151000,Manual,Second Owner,2982 CC,171 bhp,Diesel
934,Dealer,2017,13.5 kmpl,Mercedes-Benz S-Class S 350 CDI,620Nm@ 1600-2400rpm,5.0,37000,Automatic,First Owner,2987 CC,254.79 bhp,Diesel
935,Individual,2011,18.5 kmpl,Maruti Ritz VXi (ABS) BS IV,114Nm@ 4000rpm,5.0,47000,Manual,First Owner,1197 CC,85.80 bhp,Petrol
936,Dealer,2019,16.78 kmpl,BMW X4 M Sport X xDrive20d,400Nm@ 1750-2500rpm,5.0,8500,Automatic,First Owner,1995 CC,190 bhp,Diesel
937,Individual,2018,23.1 kmpl,Maruti Celerio ZXI AMT BSIV,90Nm@ 3500rpm,5.0,30000,Automatic,First Owner,998 CC,67.04 bhp,Petrol
938,Individual,2012,18.9 kmpl,Maruti Wagon R VXI BSIII,90Nm@ 3500rpm,5.0,35000,Manual,First Owner,998 CC,67.1 bhp,Petrol
939,Individual,2015,26.0 kmpl,Honda City i DTEC V,200Nm@ 1750rpm,5.0,80000,Manual,Second Owner,1498 CC,98.6 bhp,Diesel
940,Individual,2017,25.17 kmpl,Renault KWID RXE,72Nm@ 4386rpm,5.0,5000,Manual,First Owner,799 CC,53.3 bhp,Petrol
941,Individual,2006,,Hyundai Santro Xing XL eRLX Euro II,,,100000,Manual,Second Owner,,,Petrol
942,Individual,2016,16.2 kmpl,Volkswagen Polo 1.2 MPI Comfortline,110Nm@ 3000-4300rpm,5.0,120000,Manual,Second Owner,1199 CC,74 bhp,Petrol
943,Individual,2017,20.4 kmpl,Maruti Swift VXI Optional,113Nm@ 4200rpm,5.0,30000,Manual,First Owner,1197 CC,81.80 bhp,Petrol
944,Individual,2010,16.1 kmpl,Maruti 800 Std,59Nm@ 2500rpm,4.0,70000,Manual,Second Owner,796 CC,37 bhp,Petrol
945,Dealer,2015,18.9 kmpl,Hyundai Grand i10 Magna,113.75nm@ 4000rpm,5.0,39414,Manual,First Owner,1197 CC,81.86 bhp,Petrol
946,Individual,2014,21.79 kmpl,Maruti SX4 VDI,200Nm@ 1750rpm,5.0,50000,Manual,Second Owner,1248 CC,88.73 bhp,Diesel
947,Individual,2019,23.95 kmpl,Maruti Alto K10 VXI,90Nm@ 3500rpm,5.0,15000,Manual,First Owner,998 CC,67.05 bhp,Petrol
948,Individual,2013,20.77 kmpl,Maruti Ertiga VDI,200Nm@ 1750rpm,7.0,90000,Manual,Second Owner,1248 CC,88.76 bhp,Diesel
949,Trustmark Dealer,2016,19.16 kmpl,Toyota Camry 2.5 Hybrid,213Nm@ 4500rpm,5.0,68089,Automatic,First Owner,2494 CC,157.7 bhp,Petrol
950,Individual,2016,26.59 kmpl,Maruti Swift Dzire AMT ZDI,190Nm@ 2000rpm,5.0,50000,Automatic,Second Owner,1248 CC,74 bhp,Diesel
951,Individual,2015,24.2 kmpl,Honda Mobilio S i DTEC,200Nm@ 1750rpm,7.0,120000,Manual,First Owner,1498 CC,98.6 bhp,Diesel
952,Individual,2013,20.92 kmpl,Maruti Alto K10 LXI,90Nm@ 3500rpm,5.0,27000,Manual,First Owner,998 CC,67.1 bhp,Petrol
953,Individual,2005,16.1 kmpl,Maruti 800 AC,59Nm@ 2500rpm,4.0,55425,Manual,Second Owner,796 CC,37 bhp,Petrol
954,Individual,2007,17.7 kmpl,Honda City 2017-2020 GXi,"12.7@ 2,700(kgm@ rpm)",5.0,120000,Manual,Third Owner,1497 CC,78 bhp,Petrol
955,Individual,2019,25.17 kmpl,Renault KWID RXL,72Nm@ 4386rpm,5.0,15000,Manual,First Owner,799 CC,53.3 bhp,Petrol
956,Individual,2010,18.0 kmpl,Chevrolet Spark 1.0 LT,90.3Nm@ 4200rpm,5.0,50000,Manual,First Owner,995 CC,62 bhp,Petrol
957,Individual,2016,18.9 kmpl,Hyundai Grand i10 Magna,114Nm@ 4000rpm,5.0,30000,Manual,Second Owner,1197 CC,82 bhp,Petrol
958,Individual,2017,17.6 kmpl,Tata Hexa XT,400Nm@ 1750-2500rpm,7.0,70000,Manual,First Owner,2179 CC,153.86 bhp,Diesel
959,Individual,1999,,Hyundai Santro GLS I - Euro I,,,140000,Manual,Third Owner,,,Petrol
960,Dealer,2017,21.66 kmpl,Skoda Rapid 1.5 TDI AT Style Plus,250Nm@ 1500-2500rpm,5.0,31000,Automatic,First Owner,1498 CC,103.52 bhp,Diesel
961,Individual,2018,25.1 kmpl,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,200Nm@ 1750rpm,5.0,70000,Manual,First Owner,1248 CC,88.5 bhp,Diesel
962,Individual,2014,22.74 kmpl,Maruti Alto 800 LX,69Nm@ 3500rpm,5.0,60000,Manual,Second Owner,796 CC,47.3 bhp,Petrol
963,Individual,2019,22.1 kmpl,Hyundai Creta 1.4 E Plus,219.7Nm@ 1500-2750rpm,5.0,15000,Manual,First Owner,1396 CC,88.7 bhp,Diesel
964,Individual,2009,13.93 kmpl,Tata New Safari DICOR 2.2 VX 4x4,320Nm@ 1700-2700rpm,7.0,150000,Manual,First Owner,2179 CC,138 bhp,Diesel
965,Individual,2011,20.92 kmpl,Maruti Alto K10 2010-2014 VXI,90Nm@ 3500rpm,5.0,35000,Manual,Second Owner,998 CC,67.1 bhp,Petrol
966,Individual,2011,16.8 kmpl,Honda City S,146Nm@ 4800rpm,5.0,110000,Manual,Third Owner,1497 CC,116.4 bhp,Petrol
967,Individual,2018,16.25 kmpl,Skoda Kodiaq 2.0 TDI Style,340nm@ 1750-3000rpm,7.0,40000,Automatic,First Owner,1968 CC,148 bhp,Diesel
968,Individual,2009,19.7 kmpl,Maruti Alto LXi,62Nm@ 3000rpm,5.0,70000,Manual,Second Owner,796 CC,46.3 bhp,Petrol
969,Individual,2017,20.65 kmpl,Tata Zest Quadrajet 1.3 XT,190Nm@ 1750-3000rpm,5.0,35000,Manual,First Owner,1248 CC,88.7 bhp,Diesel
970,Individual,2009,17.5 kmpl,Maruti Swift Dzire LXi,114Nm@ 4000rpm,5.0,90000,Manual,Third Owner,1298 CC,85.8 bhp,Petrol
971,Individual,2017,24.52 kmpl,Maruti Ertiga SHVS ZDI Plus,200Nm@ 1750rpm,7.0,50000,Manual,First Owner,1248 CC,88.5 bhp,Diesel
972,Individual,2016,16.0 kmpl,Mahindra XUV500 W10 2WD,330Nm@ 1600-2800rpm,7.0,25000,Manual,First Owner,2179 CC,140 bhp,Diesel
973,Dealer,2013,20.36 kmpl,Hyundai i10 Magna,111.7Nm@ 4000rpm,5.0,82246,Manual,First Owner,1197 CC,78.9 bhp,Petrol
974,Individual,2005,12.8 kmpl,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,20.4@ 1400-3400(kgm@ rpm),8.0,200000,Manual,Second Owner,2494 CC,102 bhp,Diesel
975,Individual,2015,15.4 kmpl,Mahindra Scorpio S10 7 Seater,280Nm@ 1800-2800rpm,7.0,90000,Manual,First Owner,2179 CC,120 bhp,Diesel
976,Individual,2017,15.04 kmpl,Toyota Fortuner 2.8 4WD AT BSIV,450Nm@ 1600-2400rpm,7.0,50000,Automatic,First Owner,2755 CC,174.5 bhp,Diesel
977,Individual,2018,20.3 kmpl,Hyundai EON 1.0 Era Plus,94.14Nm@ 3500rpm,5.0,120000,Manual,First Owner,998 CC,68.05 bhp,Petrol
978,Individual,2014,23.4 kmpl,Maruti Swift Dzire ZDI,190Nm@ 2000rpm,5.0,90000,Manual,First Owner,1248 CC,74 bhp,Diesel
979,Individual,2006,11.9 kmpl,Honda Accord VTi-L MT,"20@ 4,700(kgm@ rpm)",5.0,60000,Manual,Third Owner,2354 CC,144 bhp,Petrol
980,Individual,2018,20.14 kmpl,Hyundai Xcent 1.2 VTVT S,113.75nm@ 4000rpm,5.0,40000,Manual,First Owner,1197 CC,81.86 bhp,Petrol
981,Individual,2001,,Hyundai Santro LE,,,80000,Manual,Second Owner,,,Petrol
982,Individual,2012,19.3 kmpl,Maruti Swift Dzire VDi,190Nm@ 2000rpm,5.0,108000,Manual,First Owner,1248 CC,73.9 bhp,Diesel
983,Individual,2011,13.6 kmpl,Mahindra Bolero DI,180 Nm at 1440-1500rpm,7.0,80000,Manual,First Owner,2523 CC,63 bhp,Diesel
984,Individual,2012,23.2 kmpl,Maruti Ritz VDi,190Nm@ 2000rpm,5.0,70000,Manual,First Owner,1248 CC,73.94 bhp,Diesel
985,Individual,2006,17.7 kmpl,Honda City 2017-2020 EXi,"12.7@ 2,700(kgm@ rpm)",5.0,140000,Manual,Third Owner,1497 CC,78 bhp,Petrol
986,Individual,2013,21.27 kmpl,Hyundai i20 Asta 1.4 CRDi,219.6Nm@ 1500-2750rpm,5.0,60000,Manual,Second Owner,1396 CC,88.76 bhp,Diesel
987,Individual,2013,25.0 kmpl,Tata Indigo CS eVX,140Nm@ 1800-3000rpm,5.0,60000,Manual,Second Owner,1396 CC,69.01 bhp,Diesel
